title,system-identifier,publication-date,doi,is-conference,journal-title,journal-id-pbn,journal-id-issn,journal-id-eissn,journal-ministerial-list,journal-points,author-given-names,author-family-name,author-id-system,author-id-pbn,author-id-orcid,author-affiliated-to-unit,author-employed-in-unit
Perfect matchings in random intersection graphs,e628cd9f-e66e-4cdb-8534-ecfc71c92a31,2013,10.1007/s10474-012-0266-8,,ACTA MATHEMATICA HUNGARICA,,26903,26903,A,20,Tomasz,Łuczak,027393,1480343,,TRUE,TRUE
Perfectness in locales,bfc8b7cc-6b85-4f59-bbdf-fa5c92ad4a29,2017,10.2989/16073606.2017.1299810,,Quaestiones Mathematicae (QM),38835,,,A,20,Tomasz,Kubiak,,1480335,,TRUE,TRUE
Phenomenological ideas in the philosophy of mathematics. From Husserl to Godel,35275468-b07a-4a1f-bf6d-80068f14f2f7,2018,,,Studia Semiotyczne,25547,,,C,10,Roman,Murawski,,1480282,,TRUE,TRUE
Philosophy of logic and mathematics in the Lwów School of Mathematics,fb70f9ce-7e65-4f6f-a642-d31256533bb7,2013,,,Matematychnyj Visnik Naukovogo Tovarystva Im. Shevchenka. Mathematical Bulletin of the Shevchenko Scientific Society. Shevchenko Scientific Society,,53782,,,,Roman,Murawski,021531,1480282,,TRUE,TRUE
Picker–Chooser fixed graph games,9d8f18f2-70f3-464d-ae2e-9d5bcd8ad127,2016,10.1016/j.jctb.2015.12.008,,JOURNAL OF COMBINATORIAL THEORY SERIES B,25253,,,A,35,Małgorzata,Bednarska-Bzdęga,090573,1480330,,TRUE,TRUE
Picker–Chooser fixed graph games,9d8f18f2-70f3-464d-ae2e-9d5bcd8ad127,2016,10.1016/j.jctb.2015.12.008,,JOURNAL OF COMBINATORIAL THEORY SERIES B,25253,,,A,35,Tomasz,Łuczak,027393,1480343,,TRUE,TRUE
Pietsch--Maurey--Rosenthal factorization of summing multilinear operators,f460bcb4-907e-49ba-bcc4-e6de2e69e6f0,2018,10.7169/facm/1683,,"Functiones et Approximatio, Commentarii Mathematici",42519,,,B,14,Mieczysław,Mastyło,,971105,,TRUE,TRUE
Podobieństwo struktury wybranych wydatków budżetowych województw a ich zrównoważony rozwój: nowe narzędzia badawcze,53f545f0-d5df-4c77-8c8a-f6001288ba1d,2018,,,PRZEGLĄD STATYSTYCZNY,23730,,,B,14,Waldemar,Wołyński,,923993,,TRUE,TRUE
Poisson approximation of counts of subgraphs in random intersection graphs,fc9281dd-0345-41b2-8b56-77fea04a6147,2017,10.1016/j.disc.2017.04.013,,DISCRETE MATHEMATICS,22082,,,A,25,Katarzyna Natalia,Rybarczyk-Krzywdzińska,,1480355,,TRUE,TRUE
Polish cooperative banks as net lenders in the money market,f5493f99-f86e-4d5d-8e0b-e39e85162a1d,2018,10.1515/fiqf-2016-0033,,E-FINANSE,39915,,,B,14,Piotr Ryszard,Płuciennik,,3934775,,TRUE,TRUE
POLONIA dynamics during the years 2006-2012 and the effectiveness of the monetary policy of the National Bank of Poland,29404658-3332-4c5e-8451-a7ad6641a43d,2015,10.1007/s10663-015-9287-1,,Empirica,28207,,,A,15,Piotr Ryszard,Płuciennik,,3934775,,TRUE,TRUE
Pomysł i rozumowanie w procesie rozwiązywania nietypowych zadań matematycznych. Klasyczna metoda pracy oraz z wykorzystaniem IT.,a0cdcd31-4c60-41d6-9721-a991958d6b57,2018,,,Forum Oświatowe,43104,,,B,12,Edyta Maria,Juskowiak,,1480372,,TRUE,TRUE
Positive solutions of perturbed nonlinear Hammerstein integral equation,a99974be-9ce5-40e0-b75a-7d333821e0c1,2017,10.1515/ms-2017-0025,,Mathematica Slovaca,25585,,,A,20,Aneta,Sikorska-Nowak,,1480329,,TRUE,TRUE
Poszukiwanie alternatywy dla obecnego systemu edukacji,04c82d6c-2e5d-4710-8c26-a1d5e6aaa266,2015,,,"Studia Scientifica Facultatis Paedagogicae,  Universitas Catholica Rużomberok,  indexed in the database MathEducDatabase on page: http://www.zentralblatt-math.org/matheduc/",,47596,,,,Maria,Korcz,,899469,,FALSE,TRUE
Powerset residuated algebras,ca68893c-c7f2-48cc-8c70-c26af363d12d,2014,10.12775/LLP.2013.029,,Logic and Logical Philosophy,,36499,36499,C,20,Mirosława,Kołowska-Gawiejnowicz,,1480344,,TRUE,TRUE
Practical Notes on Applying Generalised Stochastic Orderings to the Study of Performance of Classification Algorithms for Low Quality Data,PX-5aa98910d5ded291c746e118,2017,10.1007/978-3-319-66827-7_54,,Advances in Intelligent Systems and Computing,49077,,,,,Patryk,Żywica,,3992437,,TRUE,TRUE
Practical Notes on Applying Generalised Stochastic Orderings to the Study of Performance of Classification Algorithms for Low Quality Data,PX-5aa98910d5ded291c746e118,2017,10.1007/978-3-319-66827-7_54,,Advances in Intelligent Systems and Computing,49077,,,,,Katarzyna,Basiukajc,,,,TRUE,
Precedence constrained parallel-machine scheduling of position-dependent jobs,PX-5beb2cfed5de0ec26ceffc4c,2017,10.1007/s11590-016-1075-8,,Optimization Letters,40932,,,A,35,Bartłomiej,Przybylski,,4021410,0000-0001-8283-7872,TRUE,
Predecessors and successors in random mappings with exchangeable in-degrees,2f4e133d-d95b-478f-ad95-9a0c00be6800,2013,10.1017/S0021900200009803,,JOURNAL OF APPLIED PROBABILITY,22749,,,A,20,Jerzy,Jaworski,005074,1480290,,TRUE,TRUE
Principal component analysis for functional data on grain yield of winter wheat cultivars,51ddf254-830b-4635-afc8-92e802b54a8a,2013,10.2478/bile-2013-0019,,Biometrical Letters,41334,,,B,12,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Principal component analysis for functional data on grain yield of winter wheat cultivars,51ddf254-830b-4635-afc8-92e802b54a8a,2013,10.2478/bile-2013-0019,,Biometrical Letters,41334,,,B,12,Mirosław,Krzyśko,027331,915410,,TRUE,TRUE
Probabilistic tree-generating binary grammars,b239feea-d258-4825-ac75-578fbc87ae11,2014,10.1515/psicl-2014-0007,,POSITIVITY,,36152,36152,A,25,Krzysztof,Jassem,061870,922753,,TRUE,TRUE
Probabilistic tree-generating binary grammars,b239feea-d258-4825-ac75-578fbc87ae11,2014,10.1515/psicl-2014-0007,,POSITIVITY,,36152,36152,A,25,Paweł Marek,Skórzewski,,3980677,,TRUE,
Products of cyclotomic polynomials on unit circle,966045c3-06d5-47bf-ac7b-7cde91895395,2017,10.1142/S1793042117501408,,International Journal of Number Theory,40577,,,A,20,Bartłomiej,Bzdęga,,3916833,,TRUE,TRUE
Proper colouring Painter–Builder game,b7495b35-e6f5-472a-ab1d-cd2020bee7ce,2018,10.1016/j.disc.2017.11.008,,DISCRETE MATHEMATICS,22082,,,A,25,Małgorzata,Bednarska-Bzdęga,,1480330,,TRUE,TRUE
Properties of stochastic Kronecker graphs,6613e6e9-842d-4bcc-9028-9e8fef70c5a9,2015,10.4310/JOC.2015.v6.n4.a1,,Journal of Combinatorics,,49020,49020,,,Michał,Karoński,,1480309,,TRUE,TRUE
Qualitative approximation of solutions to difference equations,6b66ed5e-3c86-47e9-abf3-21e265783fba,2015,10.14232/ejqtde.2015.1.32,,Electronic Journal of Qualitative Theory of Differential Equations,36424,,,A,30,Janusz,Migda,,1480288,,TRUE,TRUE
Qualitative approximation of solutions to difference equations of various types,bb8ec2d3-6561-4b38-8d23-b77343f48f2c,2019,10.14232/ejqtde.2019.1.4,,Electronic Journal of Qualitative Theory of Differential Equations,36424,,,,,Janusz,Migda,,1480288,,TRUE,TRUE
Qualitative approximation of solutions to discrete Volterra equations,52a4427a-e1da-4066-8b20-7565ab3f4d0a,2018,10.14232/ejqtde.2018.1.3,,ELECTRONIC JOURNAL OF QUALITATIVE THEORY OF DIFFERENTIAL EQUATIONS,,36424,,A,30,Janusz,Migda,027102,1480288,,TRUE,TRUE
Quantitative computed tomography applied to interstitial lung diseases,5e8344f6-9751-4827-af0c-1e348a7ad87b,2018,10.1016/j.ejrad.2018.01.018,,EUROPEAN JOURNAL OF RADIOLOGY,29286,,,A,30,Stefan,Barańczuk,,1480350,,TRUE,TRUE
Quasi s-numbers and measures of non-compactness of multilinear operators,ab39ec32-e27b-4ccc-89d7-d13df9b35c48,2013,10.5186/aasfm.2013.3842,,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,35081,,,A,30,Mieczysław,Mastyło,027096,971105,,TRUE,TRUE
Rademacher functions in Nakano spaces,2db37145-e449-41f4-b715-2777f08b4b28,2016,10.2140/apde.2016.9.1,,Analysis & PDE,41721,,,A,40,Mieczysław,Mastyło,027096,971105,,TRUE,TRUE
Ramsey properties of random graphs and Folkman numbers,f9ad0b25-c46b-4328-93d0-d50f44b60a88,2017,10.7151/dmgt.1971,,Discussiones Mathematicae Graph Theory,43284,,,A,15,Andrzej,Ruciński,,1480332,,TRUE,TRUE
Random Intersection Graph Process,67e3a9cd-ed79-43b1-9cad-6d7a291051b3,2015,10.1080/15427951.2014.982310,,Internet Mathematics,,43697,43697,,,Michał,Karoński,,1480309,,TRUE,TRUE
Random lifts of graphs are highly connected,PX-57bf5732c2dc9d0771a81910,2013,,,ELECTRONIC JOURNAL OF COMBINATORICS,33699,,,A,25,Marcin,Witkowski,,3980572,,TRUE,TRUE
Random mappings with Ewens cycle structure,8aefbde2-fc29-43d4-b0be-7a43f42a84fc,2013,,,ARS COMBINATORIA,,28758,,A,15,Jerzy,Jaworski,005074,1480290,,TRUE,TRUE
Random triangular groups at density 1/3,456caa59-c99f-4690-8c9a-15af62bc0e65,2015,10.1112/S0010437X14007805,,COMPOSITIO MATHEMATICA,,21978,21978,A,40,Sylwia,Antoniuk,,3956490,,TRUE,TRUE
Random triangular groups at density 1/3,456caa59-c99f-4690-8c9a-15af62bc0e65,2015,10.1112/S0010437X14007805,,COMPOSITIO MATHEMATICA,,21978,21978,A,40,Tomasz,Łuczak,,1480343,,TRUE,TRUE
Reduced and minimally convex pairs of sets,ed5999bc-ae0b-432b-aaf3-b4d2787b8e05,2018,,,JOURNAL OF CONVEX ANALYSIS,,31165,,A,30,Hubert,Przybycień,106647,1480322,,TRUE,TRUE
Reduced and minimally convex pairs of sets,ed5999bc-ae0b-432b-aaf3-b4d2787b8e05,2018,,,JOURNAL OF CONVEX ANALYSIS,,31165,,A,30,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Reduced and minimally convex pairs of sets,ed5999bc-ae0b-432b-aaf3-b4d2787b8e05,2018,,,JOURNAL OF CONVEX ANALYSIS,,31165,,A,30,Ryszard,Urbański,,923977,,TRUE,TRUE
Reduced Pairs of Compact Convex Sets and Ordered Median Functions,a5ee8e56-88e5-4c0c-8057-451a2df25efc,2016,10.1007/s10957-015-0860-3,,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,,22958,22958,A,35,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Reduced Pairs of Compact Convex Sets and Ordered Median Functions,a5ee8e56-88e5-4c0c-8057-451a2df25efc,2016,10.1007/s10957-015-0860-3,,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,,22958,22958,A,35,Ryszard,Urbański,,923977,,TRUE,TRUE
Reduction of Weak Exhausters and Optimality Conditions via Reduced Weak Exhausters,827e2774-96db-4beb-a379-397129399704,2015,10.1007/s10957-014-0592-9,,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,,22958,22958,A,35,Ryszard,Urbański,021418,923977,,TRUE,TRUE
Reduction of Weak Exhausters and Optimality Conditions via Reduced Weak Exhausters,827e2774-96db-4beb-a379-397129399704,2015,10.1007/s10957-014-0592-9,,JOURNAL OF OPTIMIZATION THEORY AND APPLICATIONS,,22958,22958,A,35,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
Refined Turán numbers and Ramsey numbers for the loose 3-uniform path of length three,474b7273-7ce9-4306-9462-dae49ced7cc9,2017,10.1016/j.disc.2016.08.006,,DISCRETE MATHEMATICS,22082,,,A,25,Joanna,Polcyn-Lewandowska,,1480370,,TRUE,TRUE
Refined Turán numbers and Ramsey numbers for the loose 3-uniform path of length three,474b7273-7ce9-4306-9462-dae49ced7cc9,2017,10.1016/j.disc.2016.08.006,,DISCRETE MATHEMATICS,22082,,,A,25,Andrzej,Ruciński,,1480332,,TRUE,TRUE
Regional topology and approximative solutions of difference and differential equations,8f35ac48-118d-4eae-8725-4baee06dd211,2015,10.1515/tmmp-2015-0031,,Tatra Mountains Mathematical Publications,,43722,43722,B,8,Janusz,Migda,,1480288,,TRUE,TRUE
Regression Methods for Combining Multiple Classifiers,ba8ba134-46a9-42cb-a08c-145f5c1135a2,2015,10.1080/03610918.2013.794286,,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,28436,,,A,15,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Regression Methods for Combining Multiple Classifiers,ba8ba134-46a9-42cb-a08c-145f5c1135a2,2015,10.1080/03610918.2013.794286,,COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION,28436,,,A,15,Mirosław,Krzyśko,,915410,,TRUE,TRUE
Remark on borderline traces of Besov and Triebel-Lizorkin spaces on noncompact hypersurfaces,ee7acfd4-7360-4527-9e2a-8910e8b6051c,2013,10.14708/cm.v53i2.793,,Commentationes Mathematicae,28616,,,B,9,Leszek,Skrzypczak,027225,1480337,,TRUE,TRUE
Remark on borderline traces of Besov and Triebel-Lizorkin spaces on noncompact hypersurfaces,ee7acfd4-7360-4527-9e2a-8910e8b6051c,2013,10.14708/cm.v53i2.793,,Commentationes Mathematicae,28616,,,B,9,Bernadeta,Tomasz,080497,1480325,,TRUE,TRUE
Restriction of Hardy spaces to linear subvarieties,a628491b-0505-404c-9e94-4a132b1f1b18,2015,10.1080/17476933.2014.986655,,Complex Variables and Elliptic Equations,,40211,40211,A,25,Michał,Jasiczak,111728,3934878,,TRUE,TRUE
Right inverses for partial differential operators on spaces of Whitney functions,5b0ea98c-6e8f-40ba-a3c0-cd4985a18009,2014,,,BULLETIN OF THE BELGIAN MATHEMATICAL SOCIETY-SIMON STEVIN,,36034,,A,15,Tomasz Jan,Ciaś,,3994330,,TRUE,TRUE
Robust estimation in canonical correlation analysis for multivariate functional data,965702a3-0e3b-463c-a5ff-dd9d1d288f54,2018,10.15672/HJMS.2018.613,,Hacettepe Journal of Mathematics and Statistics,35308,,,A,20,Łukasz,Smaga,,3993619,,TRUE,TRUE
Robust estimation in canonical correlation analysis for multivariate functional data,965702a3-0e3b-463c-a5ff-dd9d1d288f54,2018,10.15672/HJMS.2018.613,,Hacettepe Journal of Mathematics and Statistics,35308,,,A,20,Mirosław,Krzyśko,,915410,,TRUE,
Roth's theorem for four variables and additive structures in sums of sparse sets,180de858-8110-438a-aa70-1d03f1e5fbf5,2016,10.1017/fms.2016.2,,"Forum of Mathematics, Sigma",,,49386,,,Tomasz,Schoen,,1480313,,TRUE,TRUE
Roth's theorem in many variables,37f08517-affb-44d4-9549-214dd95e5c95,2014,10.1007/s11856-013-0049-0,,ISRAEL JOURNAL OF MATHEMATICS,,22678,22678,A,30,Tomasz,Schoen,064923,1480313,,TRUE,TRUE
Rozproszone znaczniki czasu,532b4c7c-eaa2-4fd1-a3d0-d14184d1e03f,2015,,,Zeszyty Naukowe Uniwersytetu Szczecińskiego Ekonomiczne Problemy Usług,,42371,42371,B,8,Marcin Stefan,Gogolewski,,925489,,TRUE,TRUE
Scaling technique for Partition-Nekrasov matrices,88937bba-5f9d-4542-b093-fb4fd5be01e6,2015,10.1016/j.amc.2015.08.136,,APPLIED MATHEMATICS AND COMPUTATION,25262,,,A,40,Tomasz,Szulc,,1480301,,TRUE,TRUE
Scheduling for data gathering networks with data compression,2b21d767-e1a5-46c9-8d7c-63f18194ea4e,2015,10.1016/j.ejor.2015.05.026,,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH,,28665,,A,40,Joanna Helena,Berlińska,,1480369,,TRUE,TRUE
"Scheduling jobs with mixed processing times, arbitrary precedence constraints and maximum cost criterion",64c9e1ca-0508-4694-93e4-94a89e39bfc7,2013,10.1016/j.cie.2012.10.010,,COMPUTERS & INDUSTRIAL ENGINEERING,,28426,,A,40,Marek,Dębczyński,,3961625,,TRUE,FALSE
"Scheduling jobs with mixed processing times, arbitrary precedence constraints and maximum cost criterion",64c9e1ca-0508-4694-93e4-94a89e39bfc7,2013,10.1016/j.cie.2012.10.010,,COMPUTERS & INDUSTRIAL ENGINEERING,,28426,,A,40,Stanisław Jan,Gawiejnowicz,,3934774,,TRUE,TRUE
Scheduling linearly deteriorating jobs by two agents to minimize the weighted sum of two criteria,d73fd359-dfc2-4af1-876b-585136914515,2014,10.1016/j.cor.2014.06.020,,COMPUTERS & OPERATIONS RESEARCH,,27858,,A,35,Cezary,Suwalski,018814,3934771,,TRUE,TRUE
Scheduling linearly deteriorating jobs by two agents to minimize the weighted sum of two criteria,d73fd359-dfc2-4af1-876b-585136914515,2014,10.1016/j.cor.2014.06.020,,COMPUTERS & OPERATIONS RESEARCH,,27858,,A,35,Stanisław Jan,Gawiejnowicz,,3934774,,TRUE,TRUE
Scheduling Multilayer Divisible Computations,d1739f3c-a492-482e-881f-6fc213d10385,2015,10.1051/ro/2014050,,RAIRO-OPERATIONS RESEARCH,,28937,28937,A,15,Joanna Helena,Berlińska,,1480369,,TRUE,TRUE
Second order three-point boundary value problems in abstract spaces,8a4b113a-8fd8-4204-be0f-7722880c5845,2014,10.1007/s10255-014-0429-1,,Acta Mathematicae Applicatae Sinica-English Series,,26231,26231,A,15,Mieczysław,Cichoń,035091,923959,,TRUE,TRUE
Selberg’s orthonormality conjecture and joint universality of L-functions,4c89a75f-329e-4fdb-ae7b-7f6687f424f2,2017,10.1007/s00209-016-1754-2,,MATHEMATISCHE ZEITSCHRIFT,23233,,,A,35,Łukasz,Pańkowski,,1480364,,TRUE,TRUE
Selected robust logistic regression specification for classification of multi-dimensional functional data in presence of outliers,6da1b4b2-8630-4686-81e1-cd34fcab776b,2018,10.18778/0208-6018.334.04,,Acta Universitatis Lodziensis Folia Oeconomica,,42948,42948,B,14,Łukasz,Smaga,200621,3993619,,TRUE,TRUE
Selected statistical methods of data analysis for multivariate functional data,be7229db-ee3a-4e4d-9004-372424bda180,2018,10.1007/s00362-016-0757-8,,STATISTICAL PAPERS,30980,,,A,20,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Selected statistical methods of data analysis for multivariate functional data,be7229db-ee3a-4e4d-9004-372424bda180,2018,10.1007/s00362-016-0757-8,,STATISTICAL PAPERS,30980,,,A,20,Mirosław,Krzyśko,,915410,,TRUE,TRUE
Selected statistical methods of data analysis for multivariate functional data,be7229db-ee3a-4e4d-9004-372424bda180,2018,10.1007/s00362-016-0757-8,,STATISTICAL PAPERS,30980,,,A,20,Waldemar,Wołyński,,923993,,TRUE,TRUE
Self-approximation for the Riemann zeta function,7e9533d7-ff4c-4cd1-b669-6837457be4cc,2013,10.1017/S0004972712000846,,BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY,21622,,,A,20,Łukasz,Pańkowski,200016,1480364,,TRUE,TRUE
Self-approximation of Hurwitz zeta-functions with rational parameter,f5243616-64e3-4a1a-b22d-4b10179ee0fd,2014,10.1007/s10986-014-9228-x,,Lithuanian Mathematical Journal,,28490,28490,A,20,Łukasz,Pańkowski,200016,1480364,,TRUE,TRUE
Self-derivations on the noncommutative Schwartz space,PX-5aa595e5d5dec06b52db7196,2017,10.1007/s13398-016-0350-y,,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas,38632,,,A,30,Krzysztof,Piszczek,,1480347,,TRUE,TRUE
Separable quotients for less-then-barrelled function spaces,6b11f0c0-c761-474b-8a18-f6ee793385df,2018,10.1016/j.jmaa.2017.11.034,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Jerzy,Kąkol,,1480285,,TRUE,TRUE
"Separable quotients in $C_{c}( X)$, $ C_{p}( X)$ , and their duals",a27c20b1-1dbb-440b-8619-95b0eb1c2b98,2017,10.1090/proc/13360,,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,21370,,,A,25,Jerzy,Kąkol,,1480285,,TRUE,TRUE
Sequential combining in discriminant analysis,c83a84c5-0127-47d9-9949-0a0ed3f705a8,2015,10.1080/02664763.2014.951605,,JOURNAL OF APPLIED STATISTICS,,27296,,A,15,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
Sequential correction of linear classifiers,39ad9e26-6f4b-4a81-a55d-9ffb64b2810b,2013,10.1080/02664763.2012.753041,,JOURNAL OF APPLIED STATISTICS,27296,,,A,15,Tomasz Dariusz,Górecki,,924005,,TRUE,TRUE
"Smoothness Morrey spaces of regular distributions, and some unboundedness property",2c2f2714-f9d8-4d03-9762-f13bc1f6a620,2016,10.1016/j.na.2016.03.005,,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,28477,,,A,45,Leszek,Skrzypczak,027225,1480337,,TRUE,TRUE
Solvability of Hammerstein Integral Equations with Applications to Boundary Value Problems,a836f65d-4883-4465-8c0a-14fb8c32a3c1,2017,10.4171/ZAA/1594,,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,26887,,,A,25,Daria Barbara,Bugajewska,,1480327,,TRUE,TRUE
Solvability of Hammerstein Integral Equations with Applications to Boundary Value Problems,a836f65d-4883-4465-8c0a-14fb8c32a3c1,2017,10.4171/ZAA/1594,,ZEITSCHRIFT FUR ANALYSIS UND IHRE ANWENDUNGEN,26887,,,A,25,Piotr,Kasprzak,,3916832,,TRUE,TRUE
Solving linear equations in L-functions,4adec013-a91e-4f81-bea6-e23cc022b650,2014,10.1142/S1793042113501091,,International Journal of Number Theory,,40577,40577,A,20,Jerzy,Kaczorowski,005746,969486,,TRUE,TRUE
Solving the problem of incomplete data in medical diagnosis via interval modeling,81660064-c101-4765-a847-ad2b01966cfe,2016,10.1016/j.asoc.2016.05.029,,APPLIED SOFT COMPUTING,38474,,,A,40,Krzysztof,Dyczkowski,,1480318,,TRUE,TRUE
Solving the problem of incomplete data in medical diagnosis via interval modeling,81660064-c101-4765-a847-ad2b01966cfe,2016,10.1016/j.asoc.2016.05.029,,APPLIED SOFT COMPUTING,38474,,,A,40,Anna,Stachowiak,,1480351,,TRUE,TRUE
Solving the problem of incomplete data in medical diagnosis via interval modeling,81660064-c101-4765-a847-ad2b01966cfe,2016,10.1016/j.asoc.2016.05.029,,APPLIED SOFT COMPUTING,38474,,,A,40,Patryk,Żywica,,3992437,,TRUE,TRUE
Some Algebra Ideals Of Regular Operators,1708f777-2767-4010-8a23-48760bc30a63,2013,10.14708/cm.v53i2.788,,Commentationes Mathematicae,28616,,,B,9,Witold,Wnuk,066516,1480287,,TRUE,TRUE
Some monotonicity properties in certain s-normed (0 < s < 1) and F-normed lattices,044f9e3f-2119-4e93-9df9-5396632ab348,2016,,,Journal of Nonlinear and Convex Analysis,35593,,,A,35,Henryk Teodor,Hudzik,,902327,,FALSE,TRUE
Some monotonicity properties in certain s-normed (0 < s < 1) and F-normed lattices,044f9e3f-2119-4e93-9df9-5396632ab348,2016,,,Journal of Nonlinear and Convex Analysis,35593,,,A,35,Radosław,Kaczmarek,130055,1480356,,TRUE,TRUE
"Some relationships among quasidifferential, weak subdifferential and exhausters",3e993838-8a5e-43bb-8249-6c4fcffbc7eb,2016,10.1080/02331934.2016.1213249,,OPTIMIZATION,26892,,,A,25,Jerzy Aleksander,Grzybowski,,1480339,,TRUE,TRUE
"Some relationships among quasidifferential, weak subdifferential and exhausters",3e993838-8a5e-43bb-8249-6c4fcffbc7eb,2016,10.1080/02331934.2016.1213249,,OPTIMIZATION,26892,,,A,25,Ryszard,Urbański,,923977,,TRUE,TRUE
Some remarks on almost periodic functions in view of the Lebesgue measure with applications to linear differential equations,38d8e985-881e-4f9a-bc21-68636b607b17,2017,10.5186/aasfm.2017.4250,,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,35081,,,A,30,Dariusz,Bugajewski,,1480312,,TRUE,TRUE
Some remarks on almost periodic functions in view of the Lebesgue measure with applications to linear differential equations,38d8e985-881e-4f9a-bc21-68636b607b17,2017,10.5186/aasfm.2017.4250,,ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA,35081,,,A,30,Adam,Nawrocki,,,,TRUE,
Some remarks on formal power and formal Laurent series,9b561335-7550-421c-a0e2-d636a257c545,2017,10.1515/ms-2016-0297,,Mathematica Slovaca,25585,,,A,20,Dariusz,Bugajewski,,1480312,,TRUE,TRUE
Some remarks on infinite products of L-functions,072e4f73-b9d4-4c9a-8da2-1254a08cbf35,2013,10.1016/j.jmaa.2013.04.082,,JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS,22916,,,A,40,Jerzy,Kaczorowski,005746,969486,,TRUE,TRUE
Some remarks on level functions and their applications,3259d193-1c7b-46e5-9049-ea7b1528f662,2016,10.14708/cm.v56i1.1142,,Commentationes Mathematicae,28616,,,B,9,Paweł,Foralewski,,1480311,,TRUE,TRUE
Some Remarks on the Algebraic Sum of Ideals and Riesz Subspaces,6a1954e3-590d-4941-bbcc-62a931d511d5,2013,10.4153/CMB-2011-151-0,,CANADIAN MATHEMATICAL BULLETIN-BULLETIN CANADIEN DE MATHEMATIQUES,,21829,,A,15,Witold,Wnuk,066516,1480287,,TRUE,TRUE
Some remarks on the convergence of the Dirichlet series of L-functions and related questions,4bcdb78d-b298-4918-ba9d-69a58c5a1eda,2017,10.1007/s00209-016-1750-6,,MATHEMATISCHE ZEITSCHRIFT,23233,,,A,35,Jerzy,Kaczorowski,,969486,,TRUE,TRUE
Some s-numbers of embeddings of function spaces with weights of logarithmic type,47d8569f-df53-4c2d-8081-c2a8e85fb698,2013,10.1002/mana.201100086,,MATHEMATISCHE NACHRICHTEN,,23231,23231,A,30,Leszek,Skrzypczak,027225,1480337,,TRUE,TRUE
Some s-numbers of embeddings of function spaces with weights of logarithmic type,47d8569f-df53-4c2d-8081-c2a8e85fb698,2013,10.1002/mana.201100086,,MATHEMATISCHE NACHRICHTEN,,23231,23231,A,30,Alicja,Gąsiorowska,,,,TRUE,FALSE
Some topological cardinal inequalities for spaces Cp(X),42318b01-c343-4b48-be93-b5d611d91ab5,2013,10.1016/j.topol.2013.04.024,,TOPOLOGY AND ITS APPLICATIONS,26103,,,A,20,Jerzy,Kąkol,027072,1480285,,TRUE,TRUE
Spaces C(X) with ordered bases,6f9b0c49-eaf8-41a8-a68f-6783e2042f4c,2016,10.1016/j.topol.2016.05.006,,TOPOLOGY AND ITS APPLICATIONS,26103,,,A,20,Jerzy,Kąkol,027072,1480285,,TRUE,TRUE
Spectral properties of weighted composition operators on the Bloch and Dirichlet spaces,9dde6ebf-e225-4f7e-b006-f900582c2dcc,2016,10.4064/sm8310-3-2016,,STUDIA MATHEMATICA,24165,,,A,25,Paweł,Mleczko,190702,1480358,,TRUE,TRUE
Stacked regression with a generalization of the Moore-Penrose pseudoinverse,PBN-R:837329,2017,10.21307/stattrans-2016-080,,STATISTICS IN TRANSITION,35068,,,B,15,Tomasz,Górecki,,924005,,TRUE,FALSE
Stacked regression with a generalization of the Moore-Penrose pseudoinverse,PBN-R:837329,2017,10.21307/stattrans-2016-080,,STATISTICS IN TRANSITION,35068,,,B,15,Maciej,Łuczak,,1210139,,FALSE,FALSE
Standard models of abstract intersection theory for operators in Hilbert space,935f441a-3217-47b9-bb85-2784ee3dc89d,2015,10.4064/ba63-2-5,,Bulletin of the Polish Academy of Sciences. Mathematics,,26933,26933,B,13,Grzegorz Marian,Banaszak,,1480338,,TRUE,TRUE
